YTID,start_seconds,end_seconds,positive_labels,youtube_url
SBqBBQYqYD4,240.000,250.000,"/m/02z32qm,/m/04rlf,/m/09x0r",https://www.youtube.com/watch?v=SBqBBQYqYD4
SBqPv8J81bQ,0.000,10.000,"/m/01j3sz,/m/07sq110",https://www.youtube.com/watch?v=SBqPv8J81bQ
SBvohbf5B2M,430.000,440.000,"/m/04rlf,/m/07s04w4,/m/09x0r",https://www.youtube.com/watch?v=SBvohbf5B2M
SC1aoLImk9w,4.000,14.000,"/m/04rlf,/m/09x0r,/t/dd00018",https://www.youtube.com/watch?v=SC1aoLImk9w
SC2MOZtwocA,360.000,370.000,"/m/028v0c,/m/04rlf,/t/dd00121",https://www.youtube.com/watch?v=SC2MOZtwocA
SCQT93T-ckI,30.000,40.000,"/m/06h7j,/m/09x0r",https://www.youtube.com/watch?v=SCQT93T-ckI
SCf5rx_OyYM,90.000,100.000,/m/07pt_g0,https://www.youtube.com/watch?v=SCf5rx_OyYM
SCzzbhIGPw0,0.000,4.000,/m/07rbp7_,https://www.youtube.com/watch?v=SCzzbhIGPw0
SD2gJnljOIg,40.000,50.000,"/m/0199g,/m/04rlf,/m/07yv9",https://www.youtube.com/watch?v=SD2gJnljOIg
SDR2VLgRUDE,270.000,280.000,/t/dd00065,https://www.youtube.com/watch?v=SDR2VLgRUDE
SDoaCFFGt6A,30.000,40.000,"/m/01jg02,/m/01jg1z",https://www.youtube.com/watch?v=SDoaCFFGt6A
SE1ik9fxks4,90.000,100.000,"/m/07q2z82,/m/07yv9,/m/0btp2,/m/0k4j,/m/0ltv",https://www.youtube.com/watch?v=SE1ik9fxks4
SEQ9Sz0UCl8,30.000,40.000,"/m/01xqw,/m/02fsn,/m/0d8_n,/m/0l14_3",https://www.youtube.com/watch?v=SEQ9Sz0UCl8
SEn6pfOHLf8,30.000,40.000,/m/0mkg,https://www.youtube.com/watch?v=SEn6pfOHLf8
SFEMv2R2KIA,150.000,160.000,"/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00125",https://www.youtube.com/watch?v=SFEMv2R2KIA
SFHoTmcgw8E,220.000,230.000,"/m/04rlf,/t/dd00033",https://www.youtube.com/watch?v=SFHoTmcgw8E
SFJm4TVL-gE,230.000,240.000,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038",https://www.youtube.com/watch?v=SFJm4TVL-gE
SFOBjWoQkjU,27.000,37.000,/m/0chx_,https://www.youtube.com/watch?v=SFOBjWoQkjU
SFeGH1FEJVk,30.000,40.000,"/m/01j4z9,/m/04_sv",https://www.youtube.com/watch?v=SFeGH1FEJVk
SFqGQ54WT9Y,130.000,140.000,"/m/015lz1,/m/04rlf,/m/0dq0md",https://www.youtube.com/watch?v=SFqGQ54WT9Y
SGEHfoVBp_U,90.000,100.000,"/m/015y_n,/m/04rlf",https://www.youtube.com/watch?v=SGEHfoVBp_U
SGF4N3JHF7Y,30.000,40.000,"/m/04rlf,/m/0g293",https://www.youtube.com/watch?v=SGF4N3JHF7Y
SGFs2YlHYwg,30.000,40.000,"/m/01jnbd,/t/dd00128",https://www.youtube.com/watch?v=SGFs2YlHYwg
SGIvE5HtFSQ,30.000,40.000,/m/07pzfmf,https://www.youtube.com/watch?v=SGIvE5HtFSQ
SGdc1NOfVh8,220.000,230.000,/m/0790c,https://www.youtube.com/watch?v=SGdc1NOfVh8
SH0sbtbXXcw,80.000,90.000,"/m/0642b4,/m/09x0r",https://www.youtube.com/watch?v=SH0sbtbXXcw
SH4csdrlum0,110.000,120.000,/m/03wvsk,https://www.youtube.com/watch?v=SH4csdrlum0
SHGjVOTXlNc,30.000,40.000,"/m/02mk9,/m/04229,/m/0k5j,/t/dd00130",https://www.youtube.com/watch?v=SHGjVOTXlNc
SHKzfcP14Nk,360.000,370.000,"/m/0642b4,/m/09x0r",https://www.youtube.com/watch?v=SHKzfcP14Nk
SHVCvrt2l0E,18.000,28.000,"/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j",https://www.youtube.com/watch?v=SHVCvrt2l0E
SHYGoXwgKtk,50.000,60.000,/m/0l14jd,https://www.youtube.com/watch?v=SHYGoXwgKtk
SH_HthdE_Hc,80.000,90.000,"/m/068zj,/m/09x0r,/m/0ch8v,/m/0jbk",https://www.youtube.com/watch?v=SH_HthdE_Hc
SHkWMdXMukw,20.000,30.000,/m/02fxyj,https://www.youtube.com/watch?v=SHkWMdXMukw
SHna1ykjGB0,190.000,200.000,"/m/02cz_7,/m/04rlf",https://www.youtube.com/watch?v=SHna1ykjGB0
SIBMc9ZDLag,250.000,260.000,/m/08p9q4,https://www.youtube.com/watch?v=SIBMc9ZDLag
SIQqT8XOBzw,30.000,40.000,"/m/01jg02,/m/01jg1z",https://www.youtube.com/watch?v=SIQqT8XOBzw
SIa9tdDXkGg,30.000,40.000,"/m/05rj2,/m/09x0r",https://www.youtube.com/watch?v=SIa9tdDXkGg
SIl41Vd796g,30.000,40.000,"/m/07pxg6y,/m/09x0r",https://www.youtube.com/watch?v=SIl41Vd796g
SIq9heznFDc,23.000,33.000,"/m/07rknqz,/m/09x0r",https://www.youtube.com/watch?v=SIq9heznFDc
SJ-_0uGIL1c,340.000,350.000,/m/0dl83,https://www.youtube.com/watch?v=SJ-_0uGIL1c
SJ7BOzbRLHA,6.000,16.000,"/m/0150b9,/m/03w41f",https://www.youtube.com/watch?v=SJ7BOzbRLHA
SJ9K5BsqL3U,30.000,40.000,"/m/081rb,/m/09x0r",https://www.youtube.com/watch?v=SJ9K5BsqL3U
SJI1-C3Cx1o,0.000,10.000,"/m/04rlf,/m/07rn7sz,/t/dd00126",https://www.youtube.com/watch?v=SJI1-C3Cx1o
SJVQTdIqgh4,80.000,90.000,"/m/06hck5,/m/06wzb,/m/07rjwbb",https://www.youtube.com/watch?v=SJVQTdIqgh4
SJZv8sIIZpc,160.000,170.000,"/m/04rlf,/m/0dwt5",https://www.youtube.com/watch?v=SJZv8sIIZpc
SJfH9OpYM4s,10.000,20.000,/m/07ryjzk,https://www.youtube.com/watch?v=SJfH9OpYM4s
SKCVAB4hsPw,20.000,30.000,/m/07pyy8b,https://www.youtube.com/watch?v=SKCVAB4hsPw
SKQbQXPjmvE,70.000,80.000,"/m/04rlf,/m/06by7,/m/09x0r,/m/0dls3",https://www.youtube.com/watch?v=SKQbQXPjmvE
SK_KeWX6sdQ,180.000,190.000,/m/07qfgpx,https://www.youtube.com/watch?v=SK_KeWX6sdQ
SKmAZw8fe7U,70.000,80.000,"/m/0130jx,/m/02jz0l,/m/0838f",https://www.youtube.com/watch?v=SKmAZw8fe7U
SLYvLxHhDDU,110.000,120.000,"/m/04rlf,/m/07qs1cx,/m/09x0r",https://www.youtube.com/watch?v=SLYvLxHhDDU
SLcNr7mG044,30.000,40.000,/m/030rvx,https://www.youtube.com/watch?v=SLcNr7mG044
SMAnW5k8nsw,240.000,250.000,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf",https://www.youtube.com/watch?v=SMAnW5k8nsw
SMjYheNdAzg,30.000,40.000,"/m/04rlf,/m/05fw6t",https://www.youtube.com/watch?v=SMjYheNdAzg
SNDdUY58vtY,30.000,40.000,"/m/04s8yn,/m/07r5c2p",https://www.youtube.com/watch?v=SNDdUY58vtY
SNEMtJYlJGU,10.000,20.000,"/m/06bz3,/m/09x0r",https://www.youtube.com/watch?v=SNEMtJYlJGU
SNH0ywrOEvQ,30.000,40.000,"/m/032s66,/m/0_1c",https://www.youtube.com/watch?v=SNH0ywrOEvQ
SNIFfgGtMGY,170.000,180.000,"/m/02rtxlg,/m/09x0r",https://www.youtube.com/watch?v=SNIFfgGtMGY
SNW9x6uo3Rs,440.000,450.000,"/m/04rlf,/m/07qv4k0,/m/09x0r",https://www.youtube.com/watch?v=SNW9x6uo3Rs
SNbFmdiPhfs,0.000,10.000,/m/05w3f,https://www.youtube.com/watch?v=SNbFmdiPhfs
SNdKLFxQh-k,30.000,40.000,"/m/01hsr_,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=SNdKLFxQh-k
SNppi02D4sY,30.000,40.000,/m/07qz6j3,https://www.youtube.com/watch?v=SNppi02D4sY
SOINI7tfBIQ,0.000,10.000,/m/0brhx,https://www.youtube.com/watch?v=SOINI7tfBIQ
SOKZkQFCGh8,30.000,40.000,"/m/07pyf11,/m/09x0r",https://www.youtube.com/watch?v=SOKZkQFCGh8
SOhN5XBtpHA,10.000,20.000,/m/01d3sd,https://www.youtube.com/watch?v=SOhN5XBtpHA
SOl0wkKO49g,30.000,40.000,"/m/015lz1,/m/01lyv,/m/04rlf,/m/0gg8l",https://www.youtube.com/watch?v=SOl0wkKO49g
SOrMVBHXljQ,270.000,280.000,/m/07qc9xj,https://www.youtube.com/watch?v=SOrMVBHXljQ
SOyzcYgP9HA,70.000,80.000,"/m/023vsd,/m/07pdjhy",https://www.youtube.com/watch?v=SOyzcYgP9HA
SP7hOd7odrs,30.000,40.000,"/m/04rlf,/m/04szw,/m/09x0r,/m/0cfdd",https://www.youtube.com/watch?v=SP7hOd7odrs
SPAru-zFwE0,460.000,470.000,"/m/08j51y,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=SPAru-zFwE0
SPC0aOKqGjg,230.000,240.000,"/m/04rlf,/m/07qqyl4,/m/09x0r",https://www.youtube.com/watch?v=SPC0aOKqGjg
SPvRS-s_OKw,40.000,50.000,/m/07s2xch,https://www.youtube.com/watch?v=SPvRS-s_OKw
SPwCIoxfQYM,30.000,40.000,"/m/07pjwq1,/m/09x0r",https://www.youtube.com/watch?v=SPwCIoxfQYM
SPyeS5DNiVA,30.000,40.000,/m/01m4t,https://www.youtube.com/watch?v=SPyeS5DNiVA
SQB-cCko4vI,290.000,300.000,/m/04gxbd,https://www.youtube.com/watch?v=SQB-cCko4vI
SQIGFcCMVKo,60.000,70.000,"/m/023vsd,/m/07pdjhy,/m/083vt",https://www.youtube.com/watch?v=SQIGFcCMVKo
SQQgQ8wVfF0,30.000,40.000,/m/0c3f7m,https://www.youtube.com/watch?v=SQQgQ8wVfF0
SQei2xJFNpk,310.000,320.000,"/m/01b_21,/t/dd00125",https://www.youtube.com/watch?v=SQei2xJFNpk
SQelOwHTygo,30.000,40.000,"/m/04fgwm,/m/09x0r",https://www.youtube.com/watch?v=SQelOwHTygo
SQvWa_q8OrI,70.000,80.000,/m/01z7dr,https://www.youtube.com/watch?v=SQvWa_q8OrI
SR3pR5lYCyA,30.000,40.000,"/m/02qldy,/m/04rlf,/m/09x0r",https://www.youtube.com/watch?v=SR3pR5lYCyA
SRKm_-3wPNk,50.000,60.000,"/m/07prgkl,/m/09x0r",https://www.youtube.com/watch?v=SRKm_-3wPNk
SRnppAZ90fY,30.000,40.000,"/m/01j3sz,/m/09x0r,/t/dd00001",https://www.youtube.com/watch?v=SRnppAZ90fY
SS2tfY7AXB4,20.000,30.000,"/m/04_sv,/m/07pb8fc,/m/07yv9",https://www.youtube.com/watch?v=SS2tfY7AXB4
SS3jkEZXws0,0.000,8.000,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk",https://www.youtube.com/watch?v=SS3jkEZXws0
SSO7F_Ex0s4,60.000,70.000,"/m/02x8m,/m/04rlf",https://www.youtube.com/watch?v=SSO7F_Ex0s4
SSVlD_ZDb70,330.000,340.000,"/m/026z9,/m/02lkt,/m/03mb9,/m/04rlf",https://www.youtube.com/watch?v=SSVlD_ZDb70
ST7FV2gv_cY,90.000,100.000,"/m/09x0r,/m/0ghcn6",https://www.youtube.com/watch?v=ST7FV2gv_cY
STFuMdG46m4,30.000,40.000,"/m/04rlf,/m/04wptg",https://www.youtube.com/watch?v=STFuMdG46m4
STe3TUVpJoc,0.000,10.000,/m/0cfdd,https://www.youtube.com/watch?v=STe3TUVpJoc
STqsvjzENwI,30.000,40.000,"/m/01z47d,/m/07cx4",https://www.youtube.com/watch?v=STqsvjzENwI
STrhLLtZHVE,330.000,340.000,"/m/04rlf,/m/07qqyl4",https://www.youtube.com/watch?v=STrhLLtZHVE
STs2rg4uLF0,30.000,40.000,"/m/03j1ly,/m/03kmc9,/m/04qvtq",https://www.youtube.com/watch?v=STs2rg4uLF0
STv8InLwNHw,60.000,70.000,"/m/07qv4k0,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=STv8InLwNHw
SUGR3t9W73o,30.000,40.000,"/m/09x0r,/m/0fx9l",https://www.youtube.com/watch?v=SUGR3t9W73o
SUasFNxcpWE,30.000,40.000,"/m/01yg9g,/m/09x0r",https://www.youtube.com/watch?v=SUasFNxcpWE
SUxfKJP4bJ4,40.000,50.000,/m/0d31p,https://www.youtube.com/watch?v=SUxfKJP4bJ4
SVGT6J6G4ts,11.000,21.000,"/m/012ndj,/m/03j1ly,/m/03kmc9",https://www.youtube.com/watch?v=SVGT6J6G4ts
SVSBo065hmw,0.000,10.000,"/m/028v0c,/m/09x0r",https://www.youtube.com/watch?v=SVSBo065hmw
SVSjNao4ZFQ,70.000,80.000,"/m/0939n_,/m/09x0r",https://www.youtube.com/watch?v=SVSjNao4ZFQ
SVsz5CKZaUQ,160.000,170.000,/m/07rn7sz,https://www.youtube.com/watch?v=SVsz5CKZaUQ
SVxYFuBzCuA,90.000,100.000,/m/07qv4k0,https://www.youtube.com/watch?v=SVxYFuBzCuA
SVz7X1gqlcw,50.000,60.000,"/m/068hy,/m/07mzm6,/m/0bt9lr,/m/0jbk",https://www.youtube.com/watch?v=SVz7X1gqlcw
SW4cW2oU07U,20.000,30.000,"/m/0140xf,/m/02mscn,/m/04rlf",https://www.youtube.com/watch?v=SW4cW2oU07U
SWC3GdOLAOw,50.000,60.000,"/m/04229,/m/04_sv,/m/07yv9",https://www.youtube.com/watch?v=SWC3GdOLAOw
SWfXL0ry6y0,10.000,20.000,"/m/03qtwd,/m/04gy_2",https://www.youtube.com/watch?v=SWfXL0ry6y0
SWpwc8v5aoM,70.000,80.000,/m/07p_0gm,https://www.youtube.com/watch?v=SWpwc8v5aoM
SWuibcsndns,30.000,40.000,"/m/068hy,/m/07qz6j3,/m/0jbk",https://www.youtube.com/watch?v=SWuibcsndns
SWw5GqIPqEI,150.000,160.000,"/m/02bm9n,/t/dd00077",https://www.youtube.com/watch?v=SWw5GqIPqEI
SX5GvhIF2j4,30.000,40.000,"/m/068hy,/m/07bgp,/m/07q0h5t,/m/09x0r,/m/0bt9lr,/m/0jbk",https://www.youtube.com/watch?v=SX5GvhIF2j4
SXFMAPPaAbA,30.000,40.000,"/m/07pp_mv,/m/0c3f7m",https://www.youtube.com/watch?v=SXFMAPPaAbA
SXJg7njeocc,90.000,100.000,"/m/01j3sz,/t/dd00001",https://www.youtube.com/watch?v=SXJg7njeocc
SXMQxeGFY9k,30.000,40.000,"/m/04rlf,/m/07s8j8t,/m/07sbbz2,/m/0gg8l",https://www.youtube.com/watch?v=SXMQxeGFY9k
SXQF06ZPEi8,30.000,40.000,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq",https://www.youtube.com/watch?v=SXQF06ZPEi8
SXTmoJAOr_8,220.000,230.000,"/m/026z9,/m/02x8m,/m/04rlf",https://www.youtube.com/watch?v=SXTmoJAOr_8
SY2HVcJ1AsE,20.000,30.000,/m/07s2xch,https://www.youtube.com/watch?v=SY2HVcJ1AsE
SY6uwVbC944,30.000,40.000,"/m/01lyv,/m/04rlf,/m/0gg8l",https://www.youtube.com/watch?v=SY6uwVbC944
SY9Qr44WBgs,30.000,40.000,"/m/01yrx,/m/02yds9,/m/0jbk",https://www.youtube.com/watch?v=SY9Qr44WBgs
SYVcaQ1Bzu8,110.000,120.000,"/m/06bxc,/m/0glt670",https://www.youtube.com/watch?v=SYVcaQ1Bzu8
SYYZf1HW8xA,60.000,70.000,"/m/02bm9n,/m/0l7xg,/t/dd00077",https://www.youtube.com/watch?v=SYYZf1HW8xA
SYc9bkfVIpE,70.000,80.000,"/m/019jd,/m/06q74",https://www.youtube.com/watch?v=SYc9bkfVIpE
SYreMmXlYj0,90.000,100.000,/m/02qmj0d,https://www.youtube.com/watch?v=SYreMmXlYj0
SYwBu6wdWJU,110.000,120.000,/m/0m0jc,https://www.youtube.com/watch?v=SYwBu6wdWJU
SZ7KaU9P4v0,46.000,56.000,/m/01m4t,https://www.youtube.com/watch?v=SZ7KaU9P4v0
SZKPGGDNWSg,160.000,170.000,"/m/015jpf,/m/09x0r,/t/dd00125",https://www.youtube.com/watch?v=SZKPGGDNWSg
SZa8UQ0XAW4,80.000,90.000,"/m/011k_j,/m/0l14md",https://www.youtube.com/watch?v=SZa8UQ0XAW4
S_84pCT230A,30.000,40.000,"/m/013y1f,/m/03gvt",https://www.youtube.com/watch?v=S_84pCT230A
S_N7rKPsSLo,500.000,510.000,"/m/015lz1,/m/04rlf,/m/07rwj3x,/m/09x0r,/t/dd00126",https://www.youtube.com/watch?v=S_N7rKPsSLo
S_v5hrvOWIU,50.000,60.000,/m/04fgwm,https://www.youtube.com/watch?v=S_v5hrvOWIU
S_wiInsK_DE,30.000,40.000,/m/04rmv,https://www.youtube.com/watch?v=S_wiInsK_DE
Sa3Ky5sJshU,190.000,200.000,"/m/01s0ps,/m/05148p4,/m/05r5c",https://www.youtube.com/watch?v=Sa3Ky5sJshU
Sa8P6-vLU6g,30.000,40.000,"/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j",https://www.youtube.com/watch?v=Sa8P6-vLU6g
SaRyJUpBNv4,0.000,10.000,"/m/015jpf,/m/09x0r",https://www.youtube.com/watch?v=SaRyJUpBNv4
SaXqUwthJcE,80.000,90.000,/m/08j51y,https://www.youtube.com/watch?v=SaXqUwthJcE
SavkOa_GGLs,10.000,20.000,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038",https://www.youtube.com/watch?v=SavkOa_GGLs
SbHNQKB_oDk,30.000,40.000,"/m/01m4t,/m/09x0r",https://www.youtube.com/watch?v=SbHNQKB_oDk
SbUwQctvbHg,240.000,250.000,/m/0395lw,https://www.youtube.com/watch?v=SbUwQctvbHg
SbeAv16sVCk,30.000,40.000,"/m/04rlf,/m/05lls,/m/09x0r",https://www.youtube.com/watch?v=SbeAv16sVCk
SbmANykduh4,30.000,40.000,"/m/04rlf,/m/07pws3f",https://www.youtube.com/watch?v=SbmANykduh4
SbzTJWeo-R8,30.000,40.000,"/m/02l6bg,/m/02mk9,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j",https://www.youtube.com/watch?v=SbzTJWeo-R8
Sbzu5-haizM,10.000,20.000,/m/0l156k,https://www.youtube.com/watch?v=Sbzu5-haizM
Sc-SWZK2KUI,290.000,300.000,"/m/0199g,/m/09x0r",https://www.youtube.com/watch?v=Sc-SWZK2KUI
Sc3rZhgpi7o,20.000,30.000,"/m/0145m,/m/04rlf",https://www.youtube.com/watch?v=Sc3rZhgpi7o
Sc4gh5gP1AE,30.000,40.000,"/m/09x0r,/m/0brhx",https://www.youtube.com/watch?v=Sc4gh5gP1AE
Sc6KFiJ89rY,20.000,30.000,/m/07phhsh,https://www.youtube.com/watch?v=Sc6KFiJ89rY
Sc9dvs9QAyI,80.000,90.000,"/m/07r660_,/m/07sq110,/m/09x0r",https://www.youtube.com/watch?v=Sc9dvs9QAyI
ScAlKYCgHV0,30.000,40.000,/m/0mkg,https://www.youtube.com/watch?v=ScAlKYCgHV0
Sci2ZvIwqRY,10.000,20.000,"/m/06xkwv,/m/07rcgpl",https://www.youtube.com/watch?v=Sci2ZvIwqRY
Scs63YXjViM,30.000,40.000,/m/01jg02,https://www.youtube.com/watch?v=Scs63YXjViM
Sdnv8043mdk,70.000,80.000,/m/0395lw,https://www.youtube.com/watch?v=Sdnv8043mdk
Sdypf9Dw8Es,30.000,40.000,"/m/03p19w,/m/07k1x,/m/0_ksk,/t/dd00126",https://www.youtube.com/watch?v=Sdypf9Dw8Es
Se5waJR_jXs,140.000,150.000,"/m/01qbl,/m/03qtq",https://www.youtube.com/watch?v=Se5waJR_jXs
Se6yzIih9lM,250.000,260.000,"/m/02bk07,/m/04rlf",https://www.youtube.com/watch?v=Se6yzIih9lM
SeRNZygFHh8,0.000,9.000,"/m/0395lw,/m/0gy1t2s",https://www.youtube.com/watch?v=SeRNZygFHh8
SeZPEPbFQzc,20.000,30.000,/m/01lsmm,https://www.youtube.com/watch?v=SeZPEPbFQzc
SejQCsHzBMk,180.000,190.000,/m/04fgwm,https://www.youtube.com/watch?v=SejQCsHzBMk
SelikmBtyfQ,30.000,40.000,/m/07s34ls,https://www.youtube.com/watch?v=SelikmBtyfQ
SetP_RjhNUQ,130.000,140.000,"/m/015lz1,/m/02fxyj",https://www.youtube.com/watch?v=SetP_RjhNUQ
SeuVGJhjpA4,30.000,40.000,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k",https://www.youtube.com/watch?v=SeuVGJhjpA4
Sf50w9AAJno,10.000,20.000,/m/04fgwm,https://www.youtube.com/watch?v=Sf50w9AAJno
SfDCqlB1i90,220.000,230.000,"/m/09x0r,/m/0fx9l,/t/dd00125",https://www.youtube.com/watch?v=SfDCqlB1i90
SfXACvRRasI,20.000,30.000,/g/122z_qxw,https://www.youtube.com/watch?v=SfXACvRRasI
Sff5MxoXCvI,370.000,380.000,"/m/07pyy8b,/m/09x0r",https://www.youtube.com/watch?v=Sff5MxoXCvI
SfrKwe01ufs,0.000,10.000,/m/07ryjzk,https://www.youtube.com/watch?v=SfrKwe01ufs
SfzAjCoQaUI,120.000,130.000,/m/05rj2,https://www.youtube.com/watch?v=SfzAjCoQaUI
SgPuBUVHHv8,0.000,10.000,"/m/04rlf,/m/09x0r,/m/0gy1t2s",https://www.youtube.com/watch?v=SgPuBUVHHv8
SgVztOSBQXk,220.000,230.000,"/m/015vgc,/m/04rlf,/m/06j64v",https://www.youtube.com/watch?v=SgVztOSBQXk
SgWPQ1RvaOM,590.000,600.000,"/m/07qlf79,/m/09x0r",https://www.youtube.com/watch?v=SgWPQ1RvaOM
Sh3uGHm6eQo,30.000,40.000,"/m/02w4v,/m/04rlf",https://www.youtube.com/watch?v=Sh3uGHm6eQo
Si0JggSYGw4,190.000,200.000,/m/07qcx4z,https://www.youtube.com/watch?v=Si0JggSYGw4
SiNtnJ91nK4,490.000,500.000,"/m/04rlf,/m/07s8j8t",https://www.youtube.com/watch?v=SiNtnJ91nK4
SiVfjH0rseg,540.000,550.000,"/m/07pxg6y,/t/dd00128",https://www.youtube.com/watch?v=SiVfjH0rseg
SijRZIQUa08,180.000,190.000,"/m/02cz_7,/m/0y4f8",https://www.youtube.com/watch?v=SijRZIQUa08
Simd4JoehW8,40.000,50.000,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c",https://www.youtube.com/watch?v=Simd4JoehW8
SizmZ6e2uOo,30.000,40.000,"/m/0164x2,/m/04rlf,/m/06cqb",https://www.youtube.com/watch?v=SizmZ6e2uOo
SizxwJ6erX0,0.000,10.000,/m/07qyrcz,https://www.youtube.com/watch?v=SizxwJ6erX0
SjTFujpRmWQ,80.000,90.000,"/m/01x3z,/m/046dlr",https://www.youtube.com/watch?v=SjTFujpRmWQ
SjVxsxc-78s,500.000,510.000,/m/03wvsk,https://www.youtube.com/watch?v=SjVxsxc-78s
SjmcSQLv9OM,530.000,540.000,/m/012xff,https://www.youtube.com/watch?v=SjmcSQLv9OM
SjmvWsr5FMY,100.000,110.000,/m/05_wcq,https://www.youtube.com/watch?v=SjmvWsr5FMY
SjqjLzzi34M,0.000,10.000,/m/0jtg0,https://www.youtube.com/watch?v=SjqjLzzi34M
Sk4I-lti67U,11.000,21.000,/m/07ptzwd,https://www.youtube.com/watch?v=Sk4I-lti67U
Sk8kMm7I-J8,50.000,60.000,"/g/122z_qxw,/m/04rlf,/m/09x0r,/m/0g6b5",https://www.youtube.com/watch?v=Sk8kMm7I-J8
Skc_DzoALS0,0.000,7.000,/m/015jpf,https://www.youtube.com/watch?v=Skc_DzoALS0
SkhNjq1bU44,140.000,150.000,"/m/01x3z,/m/046dlr",https://www.youtube.com/watch?v=SkhNjq1bU44
SkuZ6fwsehw,60.000,70.000,/m/07prgkl,https://www.youtube.com/watch?v=SkuZ6fwsehw
SkvCT3NxDa4,0.000,10.000,"/m/011k_j,/m/04rlf",https://www.youtube.com/watch?v=SkvCT3NxDa4
SkxBwwn12wk,90.000,100.000,/m/07qn4z3,https://www.youtube.com/watch?v=SkxBwwn12wk
SkytPOrO66Y,0.000,10.000,/m/07rqsjt,https://www.youtube.com/watch?v=SkytPOrO66Y
Sl07cCuOdqQ,30.000,40.000,"/m/02y_763,/m/09x0r",https://www.youtube.com/watch?v=Sl07cCuOdqQ
SlGOQ8lIESM,0.000,1.000,/m/01s0vc,https://www.youtube.com/watch?v=SlGOQ8lIESM
SlcWZ2TKjnM,140.000,150.000,"/m/04rlf,/m/0xzly",https://www.youtube.com/watch?v=SlcWZ2TKjnM
SlnjJv305Vg,100.000,110.000,"/m/01xqw,/m/02fsn,/m/0l14_3",https://www.youtube.com/watch?v=SlnjJv305Vg
SlsIvwkbX4s,390.000,400.000,"/m/07qlwh6,/t/dd00125",https://www.youtube.com/watch?v=SlsIvwkbX4s
Sm5rhxYA_78,60.000,70.000,"/m/06xkwv,/m/07rcgpl",https://www.youtube.com/watch?v=Sm5rhxYA_78
SmMhRavfTzg,30.000,40.000,"/m/03mb9,/m/04rlf,/m/07s72n,/m/08cyft,/m/0ggx5q",https://www.youtube.com/watch?v=SmMhRavfTzg
SmOwn_OEJTo,30.000,40.000,"/m/04rlf,/m/07qdb04,/m/09x0r",https://www.youtube.com/watch?v=SmOwn_OEJTo
Smdt9PR-WdY,50.000,60.000,"/m/04rlf,/m/07s2xch",https://www.youtube.com/watch?v=Smdt9PR-WdY
Smi5-VD_rB8,30.000,40.000,"/m/0140xf,/m/016cjb,/m/04rlf",https://www.youtube.com/watch?v=Smi5-VD_rB8
SmylrxjLU70,0.000,10.000,"/m/03k3r,/m/07rv9rh,/m/09x0r,/m/0jbk",https://www.youtube.com/watch?v=SmylrxjLU70
SmzO3LW2Z1Y,70.000,80.000,"/m/01b82r,/m/07pdjhy",https://www.youtube.com/watch?v=SmzO3LW2Z1Y
SnSsXbJAal8,210.000,220.000,/m/07p9k1k,https://www.youtube.com/watch?v=SnSsXbJAal8
SnU-1Fi7pP4,330.000,340.000,"/m/03vt0,/m/09f96,/m/0h2mp",https://www.youtube.com/watch?v=SnU-1Fi7pP4
SnXfFeqhFY4,430.000,440.000,"/m/09x0r,/m/0llzx",https://www.youtube.com/watch?v=SnXfFeqhFY4
SnsuK55bomE,30.000,40.000,"/m/01hnzm,/m/04rlf",https://www.youtube.com/watch?v=SnsuK55bomE
So3FMQEqTXQ,30.000,40.000,/m/07qh7jl,https://www.youtube.com/watch?v=So3FMQEqTXQ
So4Y3ebwYuM,50.000,60.000,"/m/09x0r,/m/0cdnk,/m/0jbk",https://www.youtube.com/watch?v=So4Y3ebwYuM
So6aU6ez7t8,220.000,230.000,/m/05_wcq,https://www.youtube.com/watch?v=So6aU6ez7t8
SoLk8kiPkxY,30.000,40.000,/m/06hps,https://www.youtube.com/watch?v=SoLk8kiPkxY
Sot9p4XpRtI,40.000,50.000,/m/0ln16,https://www.youtube.com/watch?v=Sot9p4XpRtI
SpEmEr3lJjQ,70.000,80.000,"/m/02fxyj,/m/04rlf",https://www.youtube.com/watch?v=SpEmEr3lJjQ
SpROsJJCc-w,90.000,100.000,/m/07r5c2p,https://www.youtube.com/watch?v=SpROsJJCc-w
SpWZ32YTFw4,50.000,60.000,"/m/028ght,/m/02bk07",https://www.youtube.com/watch?v=SpWZ32YTFw4
